# total lensed [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
 1423       8.189256615475e+02       1.404021974013e+01       8.768280908969e-02      -4.382047068598e+01       3.850638393810e-09       2.130911700938e-06      -1.415898883159e-07 
 1424       8.188356605441e+02       1.392038226603e+01       8.765676127148e-02      -4.325559870558e+01       3.846288850280e-09       2.129814854394e-06      -1.387492269043e-07 
 1425       8.187034845699e+02       1.380292598806e+01       8.763029626518e-02      -4.268520251600e+01       3.841947297039e-09       2.128627921494e-06      -1.359048415989e-07 
 1426       8.185288002004e+02       1.368788711279e+01       8.760340253162e-02      -4.210951432307e+01       3.837613597487e-09       2.127337690793e-06      -1.330571956268e-07 
 1427       8.183112728608e+02       1.357530200337e+01       8.757606847088e-02      -4.152876771316e+01       3.833287611505e-09       2.125930842551e-06      -1.302067559982e-07 
 1428       8.180505668248e+02       1.346520717973e+01       8.754828242217e-02      -4.094319765566e+01       3.828969195433e-09       2.124393948351e-06      -1.273539935197e-07 
 1429       8.177463452122e+02       1.335763931887e+01       8.752003266372e-02      -4.035304050543e+01       3.824658202049e-09       2.122713470726e-06      -1.244993828070e-07 
 1430       8.173982699881e+02       1.325263525505e+01       8.749130741268e-02      -3.975853400522e+01       3.820354480540e-09       2.120875762777e-06      -1.216434022983e-07 
 1431       8.170060019608e+02       1.315023198007e+01       8.746209482502e-02      -3.915991728820e+01       3.816057876483e-09       2.118867067800e-06      -1.187865342669e-07 
 1432       8.165692007805e+02       1.305046664352e+01       8.743238299539e-02      -3.855743088035e+01       3.811768231815e-09       2.116673518903e-06      -1.159292648343e-07 
 1433       8.160875249374e+02       1.295337655302e+01       8.740215995709e-02      -3.795131670295e+01       3.807485384816e-09       2.114281138631e-06      -1.130720839838e-07 
 1434       8.155606317603e+02       1.285899917444e+01       8.737141368186e-02      -3.734181807505e+01       3.803209170080e-09       2.111675838583e-06      -1.102154855728e-07 
 1435       8.149881774148e+02       1.276737213220e+01       8.734013207989e-02      -3.672917971588e+01       3.798939418492e-09       2.108843419032e-06      -1.073599673464e-07 
 1436       8.143698169021e+02       1.267853320946e+01       8.730830299960e-02      -3.611364774738e+01       3.794675957205e-09       2.105769568549e-06      -1.045060309506e-07 
 1437       8.137052040568e+02       1.259252034840e+01       8.727591422764e-02      -3.549546969657e+01       3.790418609613e-09       2.102439863617e-06      -1.016541819449e-07 
 1438       8.129939915458e+02       1.250937165043e+01       8.724295348869e-02      -3.487489449811e+01       3.786167195328e-09       2.098839768250e-06      -9.880492981607e-08 
 1439       8.122358308664e+02       1.242912537651e+01       8.720940844542e-02      -3.425217249666e+01       3.781921530156e-09       2.094954633613e-06      -9.595878799094e-08 
 1440       8.114303723450e+02       1.235181994730e+01       8.717526669838e-02      -3.362755544940e+01       3.777681426071e-09       2.090769697637e-06      -9.311627384969e-08 
 1441       8.105773784403e+02       1.227748595515e+01       8.714051757029e-02      -3.300128675630e+01       3.773446734703e-09       2.086273644087e-06      -9.027784877102e-08 
 1442       8.096770649160e+02       1.220612211065e+01       8.710515747918e-02      -3.237357203762e+01       3.769217478812e-09       2.081469339832e-06      -8.744373724205e-08 
 1443       8.087297631277e+02       1.213771905241e+01       8.706918461960e-02      -3.174460826267e+01       3.764993723426e-09       2.076363260168e-06      -8.461410502260e-08 
 1444       8.077358070370e+02       1.207226731306e+01       8.703259718312e-02      -3.111459349680e+01       3.760775532566e-09       2.070961944397e-06      -8.178911886689e-08 
 1445       8.066955332161e+02       1.200975731897e+01       8.699539335835e-02      -3.048372690328e+01       3.756562969237e-09       2.065271996061e-06      -7.896894652635e-08 
 1446       8.056092808531e+02       1.195017939009e+01       8.695757133089e-02      -2.985220874522e+01       3.752356095411e-09       2.059300083173e-06      -7.615375675253e-08 
 1447       8.044773917567e+02       1.189352373972e+01       8.691912928339e-02      -2.922024038740e+01       3.748154972025e-09       2.053052938453e-06      -7.334371929993e-08 
 1448       8.033002103611e+02       1.183978047427e+01       8.688006539551e-02      -2.858802429824e+01       3.743959658967e-09       2.046537359561e-06      -7.053900492892e-08 
 1449       8.020780837312e+02       1.178893959307e+01       8.684037784390e-02      -2.795576405166e+01       3.739770215066e-09       2.039760209331e-06      -6.773978540855e-08 
 1450       8.008113615672e+02       1.174099098815e+01       8.680006480224e-02      -2.732366432896e+01       3.735586698084e-09       2.032728416006e-06      -6.494623351951e-08 
 1451       7.995003962100e+02       1.169592444402e+01       8.675912444122e-02      -2.669193092072e+01       3.731409164703e-09       2.025448973474e-06      -6.215852305693e-08 
 1452       7.981455426454e+02       1.165372963746e+01       8.671755492853e-02      -2.606077072872e+01       3.727237670519e-09       2.017928941501e-06      -5.937682883335e-08 
 1453       7.967471585100e+02       1.161439613729e+01       8.667535442885e-02      -2.543039176779e+01       3.723072270027e-09       2.010175445971e-06      -5.660132668152e-08 
 1454       7.953056040952e+02       1.157791340417e+01       8.663252110387e-02      -2.480100316777e+01       3.718913016615e-09       2.002195679116e-06      -5.383219345738e-08 
 1455       7.938212423528e+02       1.154427079039e+01       8.658905311230e-02      -2.417281517530e+01       3.714759962550e-09       1.993996899758e-06      -5.106960704289e-08 
 1456       7.922944388995e+02       1.151345753962e+01       8.654494860980e-02      -2.354603915584e+01       3.710613158973e-09       1.985586433541e-06      -4.831374634896e-08 
 1457       7.907255620223e+02       1.148546278674e+01       8.650020574906e-02      -2.292088759544e+01       3.706472655882e-09       1.976971673173e-06      -4.556479131837e-08 
 1458       7.891149826829e+02       1.146027555759e+01       8.645482267975e-02      -2.229757410274e+01       3.702338502129e-09       1.968160078659e-06      -4.282292292864e-08 
 1459       7.874630745231e+02       1.143788476877e+01       8.640879754852e-02      -2.167631341079e+01       3.698210745402e-09       1.959159177539e-06      -4.008832319496e-08 
 1460       7.857702138694e+02       1.141827922742e+01       8.636212849901e-02      -2.105732137898e+01       3.694089432221e-09       1.949976565129e-06      -3.736117517312e-08 
 1461       7.840367797382e+02       1.140144763101e+01       8.631481367184e-02      -2.044081499491e+01       3.689974607925e-09       1.940619904758e-06      -3.464166296238e-08 
 1462       7.822631538405e+02       1.138737856712e+01       8.626685120462e-02      -1.982701237631e+01       3.685866316661e-09       1.931096928004e-06      -3.192997170844e-08 
 1463       7.804497205872e+02       1.137606051321e+01       8.621823923192e-02      -1.921613277292e+01       3.681764601375e-09       1.921415434937e-06      -2.922628760637e-08 
 1464       7.785968670933e+02       1.136748183644e+01       8.616897588530e-02      -1.860839656837e+01       3.677669503798e-09       1.911583294357e-06      -2.653079790347e-08 
 1465       7.767049831839e+02       1.136163079342e+01       8.611905929328e-02      -1.800402528212e+01       3.673581064442e-09       1.901608444030e-06      -2.384369090229e-08 
 1466       7.747744613982e+02       1.135849553001e+01       8.606848758137e-02      -1.740324157129e+01       3.669499322582e-09       1.891498890936e-06      -2.116515596348e-08 
 1467       7.728056969948e+02       1.135806408109e+01       8.601725887203e-02      -1.680626923261e+01       3.665424316251e-09       1.881262711500e-06      -1.849538350882e-08 
 1468       7.707990879570e+02       1.136032437039e+01       8.596537128468e-02      -1.621333320425e+01       3.661356082227e-09       1.870908051840e-06      -1.583456502408e-08 
 1469       7.687550349968e+02       1.136526421020e+01       8.591282293571e-02      -1.562465956780e+01       3.657294656020e-09       1.860443128004e-06      -1.318289306200e-08 
 1470       7.666739415610e+02       1.137287130122e+01       8.585961193849e-02      -1.504047555010e+01       3.653240071868e-09       1.849876226211e-06      -1.054056124526e-08 
 1471       7.645562138351e+02       1.138313323231e+01       8.580573640331e-02      -1.446100952512e+01       3.649192362718e-09       1.839215703096e-06      -7.907764269394e-09 
 1472       7.624022607489e+02       1.139603748029e+01       8.575119443744e-02      -1.388649101594e+01       3.645151560220e-09       1.828469985950e-06      -5.284697905773e-09 
 1473       7.602124939811e+02       1.141157140972e+01       8.569598414509e-02      -1.331715069654e+01       3.641117694718e-09       1.817647572960e-06      -2.671559004553e-09 
 1474       7.579873279647e+02       1.142972227268e+01       8.564010362743e-02      -1.275322039376e+01       3.637090795232e-09       1.806757033457e-06      -6.854549764258e-11 
 1475       7.557271798911e+02       1.145047720853e+01       8.558355098257e-02      -1.219493308917e+01       3.633070889455e-09       1.795807008154e-06       2.524143598332e-09 
 1476       7.534324697158e+02       1.147382324377e+01       8.552632430556e-02      -1.164252292099e+01       3.629058003736e-09       1.784806209390e-06       5.106308179055e-09 
 1477       7.511036201631e+02       1.149974729175e+01       8.546842168841e-02      -1.109622518592e+01       3.625052163073e-09       1.773763421378e-06       7.677747049548e-09 
 1478       7.487410567310e+02       1.152823615247e+01       8.540984122005e-02      -1.055627634112e+01       3.621053391101e-09       1.762687500441e-06       1.023825792119e-08 
 1479       7.463452076960e+02       1.155927651240e+01       8.535058098636e-02      -1.002291400602e+01       3.617061710078e-09       1.751587375266e-06       1.278763740875e-08 
 1480       7.439165463991e+02       1.159285044155e+01       8.529064049797e-02      -9.496351213321e+00       3.613077138150e-09       1.740471078096e-06       1.532568111092e-08 
 1481       7.414557185496e+02       1.162892183659e+01       8.523002498921e-02      -8.976698879530e+00       3.609099681097e-09       1.729342822127e-06       1.785218385929e-08 
 1482       7.389634161895e+02       1.166744984338e+01       8.516874116166e-02      -8.464042571982e+00       3.605129340400e-09       1.718205881304e-06       2.036693946713e-08 
 1483       7.364403355333e+02       1.170839334694e+01       8.510679576022e-02      -7.958468190756e+00       3.601166115943e-09       1.707063555529e-06       2.286974064324e-08 
 1484       7.338871769758e+02       1.175171097107e+01       8.504419557324e-02      -7.460061969155e+00       3.597210005999e-09       1.695919170748e-06       2.536037898891e-08 
 1485       7.313046450992e+02       1.179736107783e+01       8.498094743253e-02      -6.968910474197e+00       3.593261007220e-09       1.684776079040e-06       2.783864499499e-08 
 1486       7.286934486804e+02       1.184530176710e+01       8.491705821351e-02      -6.485100607094e+00       3.589319114624e-09       1.673637658697e-06       3.030432803884e-08 
 1487       7.260543006980e+02       1.189549087611e+01       8.485253483522e-02      -6.008719603739e+00       3.585384321582e-09       1.662507314318e-06       3.275721638140e-08 
 1488       7.233879183400e+02       1.194788597901e+01       8.478738426043e-02      -5.539855035186e+00       3.581456619807e-09       1.651388476889e-06       3.519709716414e-08 
 1489       7.206950230108e+02       1.200244438635e+01       8.472161349571e-02      -5.078594808137e+00       3.577535999338e-09       1.640284603877e-06       3.762375640607e-08 
 1490       7.179763403382e+02       1.205912314467e+01       8.465522959151e-02      -4.625027165427e+00       3.573622448534e-09       1.629199179311e-06       4.003697900075e-08 
 1491       7.152326001813e+02       1.211787903601e+01       8.458823964220e-02      -4.179240686503e+00       3.569715954056e-09       1.618135713873e-06       4.243654871327e-08 
 1492       7.124645366370e+02       1.217866857746e+01       8.452065078622e-02      -3.741324287911e+00       3.565816500857e-09       1.607097744982e-06       4.482224817723e-08 
